,sampling_week,effective_concentration_rolling_average,population,region,state,name,fipscode
974,2020-07-22,147.77597494364622,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
975,2020-07-29,146.1396835399283,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
976,2020-08-05,158.09709340088665,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
977,2020-08-12,189.2798808149149,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
978,2020-08-19,174.85628564675483,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
979,2020-08-26,226.0557928350936,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
980,2020-09-02,193.99044896923348,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
981,2020-09-09,86.23972927137474,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
982,2020-09-16,107.6077938599418,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
983,2020-09-23,167.0576964344007,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
984,2020-09-30,144.17705148975242,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
985,2020-10-07,181.46449811546287,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
986,2020-10-14,276.772905172051,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
987,2020-10-21,494.5189691142408,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
988,2020-10-28,578.2194473962348,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
989,2020-11-04,1034.1740221809034,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
990,2020-11-11,1131.7095425070831,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
991,2020-11-18,1379.5804562032863,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
992,2020-11-25,917.59899093905,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
993,2020-12-09,634.499054162129,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
994,2020-12-16,842.7688301732941,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
995,2020-12-23,1183.7989972734294,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
996,2021-01-20,328.8847386755812,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
997,2021-01-27,541.0992632382287,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
998,2021-02-03,375.2500643269784,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
999,2021-02-10,139.77520595497086,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1000,2021-02-17,121.82651906502322,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1001,2021-02-24,102.46849003066774,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1002,2021-03-03,97.4204831048683,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1003,2021-03-10,80.81167225808228,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1004,2021-03-17,99.23365398330576,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1005,2021-03-24,84.49478440333398,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1006,2021-03-31,121.21017994677548,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1007,2021-04-07,184.80478754926355,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1008,2021-04-14,208.62094524055144,"10,000-30,000",Midwest,IN,"Lake County, IN",18089
1009,2021-04-21,199.41594477190665,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1010,2021-04-28,189.6683110880124,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1011,2021-05-05,136.02505795822125,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1012,2021-05-12,136.3708997051289,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1013,2021-05-19,121.59567386188324,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1014,2021-06-02,36.94911148807344,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1015,2021-06-09,8.592286230618242,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1016,2021-06-16,28.70162866112517,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1017,2021-06-23,42.458234434103495,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1018,2021-08-04,139.7761095914313,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1019,2021-08-11,222.9213770919317,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1020,2021-08-18,309.0760413283849,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1021,2021-08-25,251.26470054310195,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1022,2021-09-08,435.0766835963741,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1023,2021-09-15,577.6650971668669,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1024,2021-09-22,578.1789127876481,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1025,2021-10-06,491.2635785996767,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1026,2021-10-13,394.8169041620088,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1027,2021-10-27,463.07805428730353,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1028,2021-11-03,432.5588953419222,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1029,2021-11-10,572.5682684708939,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1030,2021-11-17,1579.2531795456816,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1031,2021-11-24,2744.919132314586,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1032,2021-12-01,2511.506269222638,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1033,2021-12-08,1478.714188969825,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1034,2021-12-15,2207.132643817562,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1035,2021-12-29,4565.405107644039,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1036,2022-01-05,4989.021661284601,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1037,2022-01-12,2302.574422132664,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1038,2022-01-19,858.2667945597253,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1039,2022-01-26,397.70706709797736,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1040,2022-02-02,237.4255157033852,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1041,2022-02-09,159.64516400482978,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1042,2022-02-16,154.13356794822147,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1043,2022-02-23,140.52250335847583,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
1044,2020-03-25,0.0,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1045,2020-04-08,0.0,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1046,2020-04-15,14.791229930965397,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1047,2020-04-22,65.6045547449076,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1048,2020-04-29,45.99173766271917,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1049,2020-05-06,60.26707494693407,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1050,2020-05-13,139.2483803827284,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1051,2020-05-20,58.13068047586996,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1052,2020-05-27,21.598691716774656,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1053,2020-06-03,12.092171017731316,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1054,2020-06-10,24.124667293700853,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1055,2020-06-17,24.43603110782408,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1056,2020-07-01,32.19245056188268,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1057,2020-07-08,39.76987866648877,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1058,2020-07-15,44.09832881335121,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1059,2020-07-22,40.18748640769723,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1060,2020-07-29,51.70142178203741,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1061,2020-08-05,134.1439607995494,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1062,2020-08-12,143.3556456118757,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1063,2020-08-19,190.88525827452705,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1064,2020-08-26,524.830990390507,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1065,2020-09-02,165.281112474136,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1066,2020-09-09,42.00674446840944,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1067,2020-09-16,21.687170335557443,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1068,2020-09-23,35.15478905135716,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1069,2020-09-30,17.994898233640615,<3000,Midwest,IN,"Steuben County, IN",18151
1070,2020-10-07,49.73102265935927,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1071,2020-10-14,72.58632448109245,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1072,2020-10-21,220.4838799571252,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1073,2020-10-28,705.0648311455549,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1074,2020-11-04,723.3807796552879,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1075,2020-11-11,730.3929121521907,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1076,2020-11-18,763.405088840199,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1077,2020-11-25,712.7171809958587,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1078,2020-12-02,720.4320691880808,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1079,2020-12-09,633.4658568817644,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1080,2020-12-16,696.043044357368,"10,000-30,000",Midwest,IN,"Steuben County, IN",18151
1081,2020-05-13,9.49585686237732,"30,000-100,000",Midwest,IN,"Tippecanoe County, IN",18157
1082,2020-05-20,1.978303512995275,"30,000-100,000",Midwest,IN,"Tippecanoe County, IN",18157
1083,2020-05-27,0.0,"30,000-100,000",Midwest,IN,"Tippecanoe County, IN",18157
1084,2022-01-26,583.6637090480117,"30,000-100,000",Midwest,IN,"Tippecanoe County, IN",18157
1085,2022-02-02,381.4064477269808,"30,000-100,000",Midwest,IN,"Tippecanoe County, IN",18157
1086,2022-02-09,209.7802696179211,"30,000-100,000",Midwest,IN,"Tippecanoe County, IN",18157
1087,2022-02-23,152.1600440848626,"30,000-100,000",Midwest,IN,"Tippecanoe County, IN",18157
1088,2021-06-16,101.63951760225248,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1089,2021-06-23,140.55112633732924,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1090,2021-06-30,72.1283296980771,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1091,2021-07-07,95.31519000690176,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1092,2021-07-14,200.30087360891525,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1093,2021-07-21,412.30145049567415,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1094,2021-07-28,428.7271008392427,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1095,2021-08-04,417.1007743887567,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1096,2021-08-11,490.8492378710668,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1097,2021-08-18,383.30402718163896,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1098,2022-02-09,617.4508528224903,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1099,2022-02-16,351.28216580754673,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1100,2022-02-23,263.7783394439715,"300,000-1,000,000",Midwest,KS,"Johnson County, KS",20091
1101,2021-06-09,40.1921713462702,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1102,2021-06-16,44.89860858832868,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1103,2021-06-23,41.8673392115415,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1104,2021-06-30,37.30017093648775,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1105,2021-07-07,31.76535173976735,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1106,2021-07-14,62.26083469911271,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1107,2021-07-21,121.65449116773011,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1108,2021-07-28,153.90593492720197,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1109,2021-08-04,314.43757083147824,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1110,2021-08-11,337.6056162728394,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1111,2021-08-18,276.6133527352852,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1112,2022-01-26,1678.5804626079623,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1113,2022-02-02,848.9522358751886,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1114,2022-02-09,387.9362609388601,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1115,2022-02-16,209.2866453080703,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1116,2022-02-23,120.8867891676396,"300,000-1,000,000",Midwest,KS,"Sedgwick County, KS",20173
1117,2020-04-08,0.0,"3,000-10,000",South,KY,"Harrison County, KY",21097
1118,2020-04-15,0.0,"3,000-10,000",South,KY,"Harrison County, KY",21097
1119,2020-04-22,0.0,"3,000-10,000",South,KY,"Harrison County, KY",21097
1120,2020-04-29,0.0,"3,000-10,000",South,KY,"Harrison County, KY",21097
1121,2020-05-06,0.0,"3,000-10,000",South,KY,"Harrison County, KY",21097
1122,2020-05-13,0.0,"3,000-10,000",South,KY,"Harrison County, KY",21097
1123,2020-05-20,54.008762977826,"3,000-10,000",South,KY,"Harrison County, KY",21097
1124,2020-05-27,259.2420622935648,"3,000-10,000",South,KY,"Harrison County, KY",21097
1125,2022-02-09,3494.6876422139285,"3,000-10,000",South,KY,"Harrison County, KY",21097
1126,2022-02-16,1073.2726920972962,"3,000-10,000",South,KY,"Harrison County, KY",21097
1127,2022-02-23,381.9614729947757,"3,000-10,000",South,KY,"Harrison County, KY",21097
1128,2022-03-02,197.25407895988383,"3,000-10,000",South,KY,"Harrison County, KY",21097
1129,2020-04-08,58.431364022975785,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1130,2020-04-15,177.70117813763218,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1131,2020-04-22,329.78510311693174,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1132,2020-04-29,254.5147477076703,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1133,2020-05-06,191.2752393219025,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1134,2020-05-13,62.17353080593825,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1135,2020-05-20,36.91282988851077,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1136,2020-05-27,142.4435929164406,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1137,2020-06-10,129.12959798153557,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1138,2020-06-17,98.89283826597269,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1139,2020-06-24,65.33027373878446,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1140,2020-07-01,98.98542749052422,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1141,2020-07-08,168.3480772906067,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1142,2020-07-15,293.320903307849,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1143,2020-07-22,186.77275826267672,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1144,2020-08-05,220.89778659468584,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1145,2020-08-12,203.6870487267229,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1146,2020-08-19,220.48073590224408,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1147,2020-08-26,237.2690317459419,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1148,2020-09-02,186.8552016104225,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1149,2020-09-09,101.67002051478887,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1150,2020-09-16,64.80839197109873,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1151,2020-09-23,76.35517663264021,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1152,2020-09-30,121.46051609652046,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1153,2020-10-07,149.02818787393548,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1154,2020-10-14,233.5674557702717,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1155,2020-10-21,243.63487833365485,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1156,2020-11-04,303.2920836719164,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1157,2020-11-11,468.57233958227977,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1158,2020-11-18,608.2868284525889,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1159,2020-11-25,538.6727617368978,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1160,2020-12-02,450.30354360244974,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1161,2020-12-09,347.60534848664537,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1162,2020-12-16,516.6306170800942,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1163,2020-12-23,650.3266069001463,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1164,2020-12-30,557.9074796346117,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1165,2021-01-06,757.3266956835314,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1166,2021-01-13,772.7255743075708,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1167,2021-01-20,489.6680919661389,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1168,2021-01-27,328.753695709948,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1169,2021-02-03,337.2178037158231,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1170,2021-02-10,215.89829710546897,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1171,2021-02-17,160.8457951260752,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1172,2021-02-24,170.28772421875118,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1173,2021-03-03,214.4391049137545,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1174,2021-03-10,154.22352791967486,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1175,2021-03-17,88.90449762293076,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1176,2021-03-24,70.7149609647314,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1177,2021-03-31,81.69137714397344,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1178,2021-04-07,98.29136234835973,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1179,2021-04-14,71.76902329868557,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1180,2021-04-21,75.20061628699186,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1181,2021-05-05,68.86390904545891,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1182,2021-05-12,55.37297218812856,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1183,2021-05-19,51.92119267384672,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
1184,2021-05-26,30.26559610392457,"300,000-1,000,000",South,KY,"Jefferson County, KY",21111
